date_mm_dd_yyyy,route_shift,route_name,building_name,any_birds_found_on_route_shift,building_face_direction,species,found_dead_alive
2021-09-30,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-01,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Ovenbird_Seiurus aurocapilla,Alive
2021-10-01,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Unidentifiable,Dead
2021-10-01,AM,North Quad,Beckman Institute_228,Yes,West,Black-throated Blue Warbler_Setophaga caerulescens,Dead
2021-10-01,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-01,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Dark-eyed Junco_Junco hyemalis,Dead
2021-10-01,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Black-throated Green Warbler_Setophaga virens,Dead
2021-10-01,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Bay-breasted Warbler_Setophaga castanea,Alive
2021-10-01,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-01,AM,North Quad,Beckman Institute_228,Yes,West,Common Yellowthroat_Geothlypis trichas,Dead
2021-10-01,AM,Main Quad,Chemistry Annex_10,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-10-01,PM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-22,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2021-09-22,PM,South Quad,Education Building_160,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-22,PM,South Quad,Business Instructional Facility_1206,Yes,South,American Redstart_Setophaga ruticilla,Alive
2021-09-22,PM,South Quad,Business Instructional Facility_1206,Yes,West,Black-throated Green Warbler_Setophaga virens,Alive
2021-09-22,PM,South Quad,Business Instructional Facility_1206,Yes,West,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-22,PM,South Quad,Krannert Art Museum_220,Yes,North,Gray-cheeked Thrush_Catharus minimus,Dead
2021-09-22,PM,South Quad,Krannert Art Museum_220,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-24,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,Unidentifiable,Dead
2021-09-24,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,American Redstart_Setophaga ruticilla,Alive
2021-09-24,PM,South Quad,Education Building_160,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-24,PM,South Quad,Business Instructional Facility_1206,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-25,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-01,PM,South Quad,"ACES Library, Information & Alumni Center_377",Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-01,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-02,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-10-03,PM,South Quad,Krannert Art Museum_220,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-03,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-10-03,AM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-03,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Black-throated Green Warbler_Setophaga virens,Dead
2021-10-04,AM,North Quad,Siebel Center for Computer Science_563,Yes,East,Lincoln's Sparrow_Melospiza lincolnii,Dead
2021-10-04,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Palm Warbler_Setophaga palmarum,Dead
2021-10-04,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-05,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Magnolia Warbler_Setophaga magnolia,Dead
2021-10-05,AM,North Quad,Coordinated Science Laboratory_148,Yes,West,Gray Catbird_Dumetella carolinensis,Alive
2021-10-05,AM,North Quad,Beckman Institute_228,Yes,South,Unidentifiable,Dead
2021-10-05,AM,North Quad,Beckman Institute_228,Yes,North,Blackburnian Warbler_Setophaga fusca,Dead
2021-10-05,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-05,AM,South Quad,Law Building_156,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-05,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Common Yellowthroat_Geothlypis trichas,Dead
2021-10-06,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Northern Parula_Setophaga americana,Dead
2021-10-06,AM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-06,AM,North Quad,Beckman Institute_228,Yes,East,Nashville Warbler_Oreothlypis ruficapilla,Alive
2021-10-06,AM,North Quad,North Campus Parking Deck_1094,Yes,North,Common Yellowthroat_Geothlypis trichas,Alive
2021-10-06,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-06,AM,South Quad,Siebel Center for Design_1517,Yes,East,Lincoln's Sparrow_Melospiza lincolnii,Dead
2021-10-06,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-06,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-08,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-08,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-08,AM,Main Quad,Morrill Hall_242,Yes,North,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-06,PM,South Quad,Business Instructional Facility_1206,Yes,South,White-crowned Sparrow_Zonotrichia leucophrys,Dead
2021-10-06,PM,South Quad,Krannert Art Museum_220,Yes,South,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-09,AM,North Quad,Beckman Institute_228,Yes,West,Black-throated Green Warbler_Setophaga virens,Dead
2021-10-09,AM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-09,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Brown Creeper_Certhia americana,Dead
2021-10-09,PM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-10,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-10-12,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-12,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-13,AM,North Quad,Beckman Institute_228,Yes,South,Golden-crowned Kinglet_Regulus satrapa,Alive
2021-10-13,AM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-13,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,Lincoln's Sparrow_Melospiza lincolnii,Dead
2021-10-13,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-13,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-13,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Black-and-white Warbler_Mniotilta varia,Dead
2021-10-13,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-13,PM,North Quad,Coordinated Science Laboratory_148,Yes,North,Unidentifiable,Dead
2021-10-14,AM,North Quad,North Campus Parking Deck_1094,Yes,South,Unidentifiable,Dead
2021-10-14,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-14,AM,North Quad,Electrical and Computer Engineering_409,Yes,West,Unidentifiable,Dead
2021-10-14,AM,South Quad,Law Building_156,Yes,North,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-15,AM,North Quad,Beckman Institute_228,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-15,AM,North Quad,Coordinated Science Laboratory_148,Yes,West,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-15,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-15,AM,South Quad,Siebel Center for Design_1517,Yes,South,Common Yellowthroat_Geothlypis trichas,Alive
2021-10-15,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-10-15,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Alive
2021-10-15,PM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-15,PM,North Quad,Grainger Engineering Library Information Center_324,Yes,West,Common Yellowthroat_Geothlypis trichas,Alive
2021-10-15,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-15,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-16,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Yellow-bellied Sapsucker_Sphyrapicus varius,Alive
2021-10-16,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,Swamp Sparrow_Melospiza georgiana,Dead
2021-10-16,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Alive
2021-10-16,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Alive
2021-10-16,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-10-16,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-17,AM,North Quad,Beckman Institute_228,Yes,East,House Wren_Troglodytes aedon,Alive
2021-10-17,AM,North Quad,Beckman Institute_228,Yes,East,White-throated Sparrow_Zonotrichia albicollis,Alive
2021-10-17,AM,South Quad,Business Instructional Facility_1206,Yes,South,Yellow-rumped Warbler_Setophaga coronata,Dead
2021-10-17,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Yellow-rumped Warbler_Setophaga coronata,Dead
2021-10-13,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-13,PM,South Quad,Law Building_156,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-18,AM,North Quad,North Campus Parking Deck_1094,Yes,South,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-10-22,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-10-22,AM,North Quad,Beckman Institute_228,Yes,West,Brown Creeper_Certhia americana,Dead
2021-10-22,AM,North Quad,Beckman Institute_228,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-10-22,AM,Other (explain in notes),Newmark Civil Engineering Building_24,Yes,East,American Woodcock_Scolopax minor,Alive
2021-10-22,AM,Other (explain in notes),Newmark Civil Engineering Building_24,Yes,East,Hermit Thrush_Catharus guttatus,Dead
2021-10-22,AM,South Quad,Business Instructional Facility_1206,Yes,East,Unidentifiable,Dead
2021-10-22,AM,South Quad,Siebel Center for Design_1517,Yes,East,Savannah Sparrow_Passerculus sandwichensis,Dead
2021-10-22,AM,South Quad,Siebel Center for Design_1517,Yes,East,Palm Warbler_Setophaga palmarum,Dead
2021-10-26,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-10-26,AM,North Quad,Beckman Institute_228,Yes,West,Golden-crowned Kinglet_Regulus satrapa,Dead
2021-10-26,AM,North Quad,Beckman Institute_228,Yes,East,Northern Parula_Setophaga americana,Dead
2021-10-26,AM,South Quad,Business Instructional Facility_1206,Yes,South,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-10-26,AM,South Quad,Business Instructional Facility_1206,Yes,South,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-10-26,AM,South Quad,Siebel Center for Design_1517,Yes,South,Common Yellowthroat_Geothlypis trichas,Dead
2021-10-26,AM,South Quad,Law Building_156,Yes,North,Golden-crowned Kinglet_Regulus satrapa,Dead
2021-10-26,AM,South Quad,Law Building_156,Yes,East,Hermit Thrush_Catharus guttatus,Dead
2021-10-26,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-10-26,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,American Robin_Turdus migratorius,Alive
2021-10-27,AM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-10-27,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Dark-eyed Junco_Junco hyemalis,Dead
2021-10-27,PM,Main Quad,Chemistry Annex_10,Yes,East,Golden-crowned Kinglet_Regulus satrapa,Dead
2021-10-27,PM,North Quad,Beckman Institute_228,Yes,West,Golden-crowned Kinglet_Regulus satrapa,Dead
2021-11-02,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,American Goldfinch_Spinus tristis,Dead
2021-11-02,AM,North Quad,Siebel Center for Computer Science_563,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2021-11-02,AM,South Quad,Siebel Center for Design_1517,Yes,East,Dark-eyed Junco_Junco hyemalis,Dead
2021-11-02,AM,South Quad,Krannert Art Museum_220,Yes,South,Song Sparrow_Melospiza melodia,Dead
2021-11-02,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Red-breasted Nuthatch_Sitta canadensis,Dead
2021-11-02,PM,Other (explain in notes),Foreign Languages Building_172,Yes,East,Brown Creeper_Certhia americana,Dead
2021-11-06,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,American Goldfinch_Spinus tristis,Dead
2021-11-06,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Dark-eyed Junco_Junco hyemalis,Dead
2021-11-06,AM,North Quad,Beckman Institute_228,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-11-06,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-11-06,AM,South Quad,Education Building_160,Yes,West,American Robin_Turdus migratorius,Dead
2021-11-17,AM,North Quad,Beckman Institute_228,Yes,North,Dark-eyed Junco_Junco hyemalis,Dead
2021-11-17,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Unidentifiable,Dead
2021-11-17,AM,South Quad,Siebel Center for Design_1517,Yes,South,White-crowned Sparrow_Zonotrichia leucophrys,Dead
2021-11-17,AM,South Quad,Siebel Center for Computer Science_563,Yes,West,Dark-eyed Junco_Junco hyemalis,Dead
2021-11-17,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,House Finch_Haemorhous mexicanus,Dead
2021-11-17,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Dark-eyed Junco_Junco hyemalis,Dead
2021-12-01,AM,South Quad,Business Instructional Facility_1206,Yes,South,Dark-eyed Junco_Junco hyemalis,Dead
2021-12-01,AM,South Quad,Siebel Center for Design_1517,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Dead
2021-12-01,AM,South Quad,Siebel Center for Design_1517,Yes,East,American Tree Sparrow_Spizelloides arborea,Dead
2021-12-01,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Dark-eyed Junco_Junco hyemalis,Dead
2021-12-01,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,House Finch_Haemorhous mexicanus,Dead
2021-12-01,PM,North Quad,Beckman Institute_228,Yes,East,Dark-eyed Junco_Junco hyemalis,Dead
2021-12-07,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,House Finch_Haemorhous mexicanus,Dead
2021-12-07,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,House Finch_Haemorhous mexicanus,Dead
