date_mm_dd_yyyy,route_shift,route_name,building_name,any_birds_found_on_route_shift,building_face_direction,species,found_dead_alive
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Black-throated Green Warbler_Setophaga virens,Alive
2020-09-14,AM,North Quad,Coordinated Science Laboratory_148,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-14,AM,N/A,Fred Turner Student Services Building_188,Yes,South,Chestnut-sided Warbler_Setophaga pensylvanica,Alive
2020-09-14,PM,South Quad,Integrated Bioprocessing Research Laboratory_1233,Yes,West,American Robin_Turdus migratorius,Dead
2020-09-14,PM,South Quad,Education Building_160,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-15,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Blackburnian Warbler_Setophaga fusca,Dead
2020-09-15,AM,South Quad,Law Building_156,Yes,East,Red-eyed Vireo_Vireo olivaceus,Alive
2020-09-15,AM,North Quad,Beckman Institute_228,Yes,East,Mourning Warbler_Geothlypis philadelphia,Dead
2020-09-15,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-15,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-15,PM,North Quad,Beckman Institute_228,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2020-09-15,PM,North Quad,Beckman Institute_228,Yes,West,Cape May Warbler_Setophaga tigrina,Dead
2020-09-15,PM,North Quad,Beckman Institute_228,Yes,West,Magnolia Warbler_Setophaga magnolia,Dead
2020-09-15,PM,North Quad,Electrical and Computer Engineering_409,Yes,North,Unidentifiable,Dead
2020-09-15,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Unidentifiable,Dead
2020-09-15,PM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-15,PM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-15,PM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2020-09-15,PM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Unidentifiable,Dead
2020-09-15,PM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-15,PM,North Quad,North Campus Parking Deck_1094,Yes,North,House Sparrow_Passer domesticus,Dead
2020-09-15,PM,North Quad,Beckman Institute_228,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2020-09-15,PM,North Quad,Electrical and Computer Engineering_409,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2020-09-15,PM,South Quad,Business Instructional Facility_1206,Yes,South,NA,Alive
2020-09-15,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,NA,Dead
2020-09-16,AM,South Quad,Business Instructional Facility_1206,Yes,South,Unidentifiable,Dead
2020-09-16,AM,South Quad,Law Building_156,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2020-09-16,AM,North Quad,Beckman Institute_228,Yes,South,Magnolia Warbler_Setophaga magnolia,Dead
2020-09-16,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,NA,Dead
2020-09-16,PM,South Quad,Education Building_160,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2020-09-16,PM,South Quad,Krannert Art Museum_220,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2020-09-17,AM,North Quad,Siebel Center for Computer Science_563,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2020-09-17,AM,North Quad,Beckman Institute_228,Yes,North,Gray-cheeked Thrush_Catharus minimus,Dead
2020-09-17,AM,North Quad,Beckman Institute_228,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2020-09-17,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Bay-breasted Warbler_Setophaga castanea,Dead
2020-09-17,AM,Main Quad,Morrill Hall_242,Yes,West,Swainson's Thrush_Catharus ustulatus,Alive
2020-09-17,AM,North Quad,Beckman Institute_228,Yes,West,Red-eyed Vireo_Vireo olivaceus,Dead
2020-09-17,AM,North Quad,Beckman Institute_228,Yes,West,Magnolia Warbler_Setophaga magnolia,Alive
2020-09-17,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-17,AM,South Quad,Law Building_156,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-17,PM,South Quad,Krannert Art Museum_220,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-17,PM,North Quad,Siebel Center for Computer Science_563,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2020-09-17,PM,North Quad,North Campus Parking Deck_1094,Yes,West,Thrush (?),Dead
2020-09-17,PM,North Quad,Beckman Institute_228,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2020-09-17,PM,North Quad,Coordinated Science Laboratory_148,Yes,North,Hermit Thrush_Catharus guttatus (?),Dead
2020-09-18,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Alive
2020-09-18,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-18,AM,North Quad,Beckman Institute_228,Yes,North,American Redstart_Setophaga ruticilla,Dead
2020-09-18,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Alive
2020-09-18,AM,South Quad,Integrated Bioprocessing Research Laboratory_1233,Yes,West,Unidentifiable,Dead
2020-09-18,AM,South Quad,Business Instructional Facility_1206,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-18,AM,South Quad,Business Instructional Facility_1206,Yes,South,Nashville Warbler_Oreothlypis ruficapilla,Alive
2020-09-18,AM,South Quad,Law Building_156,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-18,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-18,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-18,PM,South Quad,Education Building_160,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2020-09-18,PM,South Quad,Education Building_160,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2020-09-18,PM,South Quad,Business Instructional Facility_1206,Yes,South,Red-breasted Nuthatch_Sitta canadensis,Dead
2020-09-18,PM,South Quad,Law Building_156,Yes,North,Blackpoll Warbler_Setophaga striata,Dead
2020-09-19,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Ovenbird_Seiurus aurocapilla,Alive
2020-09-19,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Pine Warbler_Setophaga pinus,Dead
2020-09-19,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-19,AM,South Quad,Education Building_160,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2020-09-19,AM,South Quad,Business Instructional Facility_1206,Yes,South,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-09-19,AM,South Quad,Business Instructional Facility_1206,Yes,South,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2020-09-19,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-19,PM,North Quad,National Center for Supercomputing Applications_564,Yes,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-19,PM,North Quad,National Center for Supercomputing Applications_564,Yes,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-19,PM,North Quad,Beckman Institute_228,Yes,West,Scarlet Tanager_Piranga olivacea,Dead
2020-09-19,PM,South Quad,Law Building_156,Yes,North,NA,Dead
2020-09-19,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,South,NA,Dead
2020-09-19,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,NA,Dead
2020-09-19,AM,North Quad,North Campus Parking Deck_1094,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-09-19,AM,North Quad,North Campus Parking Deck_1094,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Alive
2020-09-19,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-19,AM,North Quad,Beckman Institute_228,Yes,West,Mourning Warbler_Geothlypis philadelphia,Dead
2020-09-19,AM,North Quad,Coordinated Science Laboratory_148,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-19,AM,North Quad,Coordinated Science Laboratory_148,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-19,AM,North Quad,Coordinated Science Laboratory_148,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-19,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2020-09-20,PM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-20,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,Blackburnian Warbler_Setophaga fusca,Dead
2020-09-20,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,Scarlet Tanager_Piranga olivacea,Dead
2020-09-20,PM,South Quad,Business Instructional Facility_1206,Yes,South,American Robin_Turdus migratorius,Dead
2020-09-20,PM,South Quad,Business Instructional Facility_1206,Yes,East,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-09-20,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Black-throated Green Warbler_Setophaga virens,Alive
2020-09-20,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-20,AM,South Quad,Krannert Art Museum_220,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-20,PM,North Quad,Grainger Engineering Library Information Center_324,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2020-09-20,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-20,AM,North Quad,Electrical and Computer Engineering_409,Yes,North,NA,Dead
2020-09-21,AM,South Quad,Law Building_156,Yes,West,Red-eyed Vireo_Vireo olivaceus,Dead
2020-09-22,PM,North Quad,Coordinated Science Laboratory_148,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-22,PM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-22,PM,South Quad,Business Instructional Facility_1206,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-23,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2020-09-23,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Unidentifiable,Dead
2020-09-24,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Northern Waterthrush_Parkesia noveboracensis,Dead
2020-09-24,PM,North Quad,Electrical and Computer Engineering_409,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-24,PM,North Quad,Grainger Engineering Library Information Center_324,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-09-24,AM,North Quad,Beckman Institute_228,Yes,East,Magnolia Warbler_Setophaga magnolia,Dead
2020-09-24,AM,North Quad,Coordinated Science Laboratory_148,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2020-09-24,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-24,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-24,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2020-09-24,AM,Other (explain in notes),NA,Yes,North,Bay-breasted Warbler_Setophaga castanea,Alive
2020-09-25,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-25,PM,North Quad,Siebel Center for Computer Science_563,Yes,North,Unidentifiable,Dead
2020-09-25,PM,North Quad,Coordinated Science Laboratory_148,Yes,North,Unidentifiable,Dead
2020-09-25,PM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-26,PM,South Quad,Education Building_160,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Alive
2020-09-27,PM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-28,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-28,AM,North Quad,Beckman Institute_228,Yes,West,NA,Alive
2020-09-28,PM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2020-09-29,AM,Other (explain in notes),NA,Yes,North,Swamp Sparrow_Melospiza georgiana,Alive
2020-09-29,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Gray Catbird_Dumetella carolinensis,Alive
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-29,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-29,AM,South Quad,Education Building_160,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Dead
2020-09-29,AM,South Quad,Business Instructional Facility_1206,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-29,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,East,Gray-cheeked Thrush_Catharus minimus,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2020-09-29,AM,North Quad,Beckman Institute_228,Yes,South,Red-eyed Vireo_Vireo olivaceus,Alive
2020-09-29,PM,North Quad,Beckman Institute_228,Yes,South,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-09-29,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Red-eyed Vireo_Vireo olivaceus,Dead
2020-09-29,PM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2020-09-29,PM,South Quad,Business Instructional Facility_1206,Yes,South,NA,Dead
2020-09-30,AM,North Quad,Beckman Institute_228,Yes,North,Northern Parula_Setophaga americana,Dead
2020-09-30,AM,North Quad,Electrical and Computer Engineering_409,Yes,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead
2020-09-30,PM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-09-30,PM,North Quad,Engineering Hall_15,Yes,West,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-09-30,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Magnolia Warbler_Setophaga magnolia,Dead
2020-09-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,Blackpoll Warbler_Setophaga striata,Dead
2020-09-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,East,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-10-02,AM,North Quad,Beckman Institute_228,Yes,North,Magnolia Warbler_Setophaga magnolia,Dead
2020-10-02,AM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-02,AM,North Quad,Beckman Institute_228,Yes,East,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-10-02,AM,North Quad,Beckman Institute_228,Yes,South,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-10-01,PM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Alive
2020-10-01,PM,North Quad,Coordinated Science Laboratory_148,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2020-10-01,PM,North Quad,Electrical and Computer Engineering_409,Yes,North,American Goldfinch_Spinus tristis,Dead
2020-10-01,PM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,Yes,North,Unidentifiable,Dead
2020-10-02,PM,South Quad,Business Instructional Facility_1206,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-02,PM,South Quad,Law Building_156,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-03,AM,South Quad,Business Instructional Facility_1206,Yes,South,Unidentifiable,Dead
2020-10-03,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-03,AM,North Quad,Grainger Engineering Library Information Center_324,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-03,PM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Brown Creeper_Certhia americana,Dead
2020-10-05,PM,North Quad,Beckman Institute_228,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-10-06,PM,South Quad,Business Instructional Facility_1206,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2020-10-05,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-05,AM,North Quad,Beckman Institute_228,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-10-05,AM,North Quad,Beckman Institute_228,Yes,East,Red-breasted Nuthatch_Sitta canadensis,Dead
2020-10-07,AM,North Quad,North Campus Parking Deck_1094,Yes,North,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-10-04,PM,North Quad,Beckman Institute_228,Yes,East,Unidentifiable,Dead
2020-10-05,PM,South Quad,English Building_44,Yes,South,American Robin_Turdus migratorius,Alive
2020-10-08,PM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,NA,Dead
2020-10-08,PM,South Quad,Business Instructional Facility_1206,Yes,South,NA,Dead
2020-10-09,AM,North Quad,Beckman Institute_228,Yes,North,Northern Flicker_Colaptes auratus,Dead
2020-10-09,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-09,AM,North Quad,Beckman Institute_228,Yes,West,Hermit Thrush_Catharus guttatus,Dead
2020-10-09,PM,North Quad,Beckman Institute_228,Yes,East,Ruby-crowned Kinglet_Regulus calendula,Dead
2020-10-09,PM,North Quad,Coordinated Science Laboratory_148,Yes,North,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-10-09,PM,South Quad,Education Building_160,Yes,West,Ruby-crowned Kinglet_Regulus calendula,Dead
2020-10-10,AM,North Quad,Beckman Institute_228,Yes,South,Unidentifiable,Dead
2020-10-11,PM,North Quad,Siebel Center for Computer Science_563,Yes,West,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead
2020-10-11,PM,North Quad,Siebel Center for Computer Science_563,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-11,PM,North Quad,Electrical and Computer Engineering_409,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-12,AM,South Quad,Krannert Art Museum_220,Yes,South,White-throated Sparrow_Zonotrichia albicollis,Dead
2020-10-12,AM,South Quad,Law Building_156,Yes,North,Lincoln's Sparrow_Melospiza lincolnii,Dead
2020-10-10,PM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-15,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,White-throated Sparrow_Zonotrichia albicollis,Dead
2020-10-13,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-13,AM,North Quad,Beckman Institute_228,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Dead
2020-10-14,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Song Sparrow_Melospiza melodia,Dead
2020-10-16,AM,South Quad,Law Building_156,Yes,North,White-throated Sparrow_Zonotrichia albicollis,Alive
2020-10-18,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,American Robin_Turdus migratorius,Dead
2020-10-18,AM,South Quad,Business Instructional Facility_1206,Yes,South,White-throated Sparrow_Zonotrichia albicollis,Dead
2020-10-18,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-18,AM,South Quad,Krannert Art Museum_220,Yes,North,Virginia Rail_Rallus limicola,Dead
2020-10-12,PM,South Quad,English Building_44,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2020-10-13,PM,North Quad,Siebel Center for Computer Science_563,Yes,North,Chipping Sparrow_Spizella passerina,Dead
2020-10-13,PM,North Quad,Beckman Institute_228,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-15,PM,North Quad,Siebel Center for Computer Science_563,Yes,North,Unidentifiable,Dead
2020-10-17,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2020-10-18,PM,North Quad,North Campus Parking Deck_1094,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2020-10-16,AM,North Quad,Siebel Center for Computer Science_563,Yes,East,unknown,Dead
2020-10-16,AM,North Quad,Siebel Center for Computer Science_563,Yes,North,unknown,Dead
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,American Redstart_Setophaga ruticilla,Dead
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Unidentifiable,Dead
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,West,House Sparrow_Passer domesticus,Dead
2021-08-23,AM,North Quad,Beckman Institute_228,Yes,East,Golden-winged Warbler_Vermivora chrysoptera,Dead
2021-08-23,AM,North Quad,Electrical and Computer Engineering_409,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-23,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Mourning Warbler_Geothlypis philadelphia,Dead
2021-08-23,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-08-23,AM,South Quad,Law Building_156,Yes,North,Unidentifiable,Dead
2021-08-25,AM,North Quad,Siebel Center for Computer Science_563,Yes,South,Unidentifiable,Dead
2021-08-25,AM,Other (explain in notes),National Center for Supercomputing Applications_564,Yes,South,Northern Waterthrush_Parkesia noveboracensis,Dead
2021-08-27,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-27,AM,North Quad,Electrical and Computer Engineering_409,Yes,East,Unidentifiable,Dead
2021-08-27,AM,South Quad,Law Building_156,Yes,East,Mourning Warbler_Geothlypis philadelphia,Dead
2021-08-30,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,American Goldfinch_Spinus tristis,Alive
2021-08-30,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-08-30,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-08-30,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-08-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-30,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,American Redstart_Setophaga ruticilla,Alive
2021-08-30,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-08-30,AM,Main Quad,Morrill Hall_242,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2021-08-30,AM,Main Quad,Morrill Hall_242,Yes,North,Unidentifiable,Dead
2021-08-30,PM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-31,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-08-31,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Mourning Warbler_Geothlypis philadelphia,Alive
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,East,Swainson's Thrush_Catharus ustulatus,Alive
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-01,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-01,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,East,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-02,AM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-02,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-02,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-02,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-02,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-02,AM,South Quad,Siebel Center for Design_1517,Yes,South,Dickcissel_Spiza americana,Dead
